lemma_id,headword_gr,headword_normalized,headword_en,parent_lemma,relationship,category,notes
L742,ὄστρακον ὀστρέων,οστρακον οστρεων,,L636,subtype,animal,
L743,ὄστρακον σηπίας,οστρακον σηπιας,,L636,subtype,animal,
L744,πῶμα πορφύρῆς,πωμα πορφυρης,,,,animal,
L745,ἔριον οἰσυπηρά,εριον οισυπηρα,,L1122,subtype,animal,
L746,θρίξ κεκαυμένη,θριξ κεκαυμενη,,,,animal,split from workbook list: θρίξ κεκαυμένη; τρίχες κεκαυμέναιν; category inherited from bundle source
L747,ᾠά,ῳα,,,,animal,
L748,ἐχῖνος κεκαυμένος,εχινος κεκαυμενος,,L244,subtype,animal,
L749,κόχλιας κεκαυμένος,κοχλιας κεκαυμενος,,,,animal,
L750,καρκίνος κεκαύμενος,καρκινος κεκαυμενος,,,,animal,
L751,χελιδών κεκαυμένη,χελιδων κεκαυμενη,,L1154,subtype,animal,
L752,τέττιξ,τεττιξ,,,,animal,
L753,κόρυδος,κορυδος,,,,animal,
L754,ἀλεκτορίς,αλεκτορις,,,,animal,
L755,γαλέη,γαλεη,,,,animal,
L756,βάτραχος κεκαυμένος,βατραχος κεκαυμενος,,L1129,subtype,animal,
L757,ἱππόκαμπος,ιπποκαμπος,,,,animal,
L758,τελλίνη ταριχηρά,τελλινη ταριχηρα,,,,animal,
L759,κόρις,κορις,,,,animal,
L760,κανθαρίς,κανθαρις,,,,animal,
L761,βούπρηστις,βουπρηστις,,,,animal,
L762,πιτυοκάμπη,πιτυοκαμπη,,,,animal,
L763,σαλαμάνδρα,σαλαμανδρα,,,,animal,
L764,νάρκη,ναρκη,,,,animal,split from workbook list: νάρκα ζῶσα; νάρκη; category inherited from bundle source
L765,δράκων θαλάττιος,δρακων θαλαττιος,,,,animal,split from workbook list: δράκων θαλάττιος; τρίγλη; category inherited from bundle source
L766,τρίγλη,τριγλη,,,,animal,split from workbook list: δράκων θαλάττιος; τρίγλη; category inherited from bundle source
L767,ἀλώπηξ,αλωπηξ,,,,animal,split from workbook list: ἀλώπηξ; ὕαινα; category inherited from bundle source
L768,ὕαινα,υαινα,,,,animal,split from workbook list: ἀλώπηξ; ὕαινα; category inherited from bundle source
L769,γεννώμενα τὰ ἐν θαλάττῃ καὶ ἁλμυροῖς,γεννωμενα τα εν θαλαττῃ και αλμυροις,,,,animal,
L770,ἀδάρκη,αδαρκη,,,,substance,
L771,ἀλκυών,αλκυων,,,,substance,
L772,ἅλες θαλάττιοι,αλες θαλαττιοι,,L611,subtype,substance,
L773,ἅλς κεκαυμένος,αλς κεκαυμενος,,,,substance,
L774,ἁλὸς ἄνθος,αλος ανθος,,,,substance,split from workbook list: ἁλὸς ἄνθος; ἁλόσανθον; category inherited from bundle source
L775,ἁλόσανθον,αλοσανθον,,,,substance,split from workbook list: ἁλὸς ἄνθος; ἁλόσανθον; category inherited from bundle source
L776,ἁλὸς ἄχνη,αλος αχνη,,,,substance,
L777,ἄσφαλτος,ασφαλτος,,,,substance,
L778,ἄσφαλτος γεννωμένη ἐν τῇ νεκρᾷ θαλάσσῃ,ασφαλτος γεννωμενη εν τῃ νεκρᾳ θαλασσῃ,,L777,substance,animal,
L779,σπόγγος,σπογγος,,,,substance,
L780,γάρος,γαρος,,,,substance,
L781,ἅλμη,αλμη,,,,substance,
L782,κριθαί,κριθαι,,,,plant,
L783,ἄλφιτα,αλφιτα,,,,plant,
L784,ἀλφίτων μάζα,αλφιτων μαζα,,,,plant,
L785,φακοί,φακοι,,,,plant,
L786,φάσηλοι καὶ ὦχροι,φασηλοι και ωχροι,,,,plant,
L787,λάθυροι,λαθυροι,,,,plant,
L788,δόλιχοι,δολιχοι,,,,plant,
L789,ἄρακος,αρακος,,,,plant,
L790,λινόσπερμον,λινοσπερμον,,,,plant,
L791,κολοκύνθη,κολοκυνθη,,,,plant,
L792,πέπων,πεπων,,,,plant,
L793,σικὺς ἥμερος,σικυς ημερος,,,,plant,
L794,σταφυλή,σταφυλη,,,,plant,
L795,μορέα,μορεα,,,,plant,
L796,μηλέα περσική,μηλεα περσικη,,L377,subtype,plant,
L797,μηλέα ἀρμενιακή,μηλεα αρμενιακη,,L377,subtype,plant,
L798,ῥόα πᾶσα,ροα πασα,,L474,subtype,plant,
L799,ἐλαία,ελαια,,,,plant,
L800,συκόμορος,συκομορος,,,,plant,
L801,κάππαρις,καππαρις,,,,plant,
L802,θρίδαξ,θριδαξ,,,,plant,
L803,μαλάχη,μαλαχη,,,,plant,
L804,κιννάρα,κινναρα,,,,plant,
L805,γογγυλίς,γογγυλις,,,,plant,
L806,μύκητες,μυκητες,,,,plant,
L807,ῥαφανίς,ραφανις,,,,plant,
L808,πράσα,πρασα,,,,plant,
L809,ὀξύγαλα,οξυγαλα,,,,animal,"split from workbook list: γάλα, ὀξύγαλα; category inherited from bundle source"
L810,μέλι,μελι,,,,animal,
L811,ἄγχουσαι,αγχουσαι,,,,plant,
L812,ἄκανθα αἰγυπτία,ακανθα αιγυπτια,,,,plant,
L813,ἀκόνιτον ἢ λυκοκτόνον,ακονιτον η λυκοκτονον,,L030,subtype,plant,
L814,ἀκόνιτον ἢ παρδαλιαγχές,ακονιτον η παρδαλιαγχες,,L030,subtype,plant,
L815,ἀργεμόνη,αργεμονη,,,,plant,
L816,ἀρίσαρον,αρισαρον,,,,plant,
L817,ἄσπληνον,ασπληνον,,,,plant,
L818,ἀστράγαλος,αστραγαλος,,,,plant,
L819,ἀστὴρ ἀττικός,αστηρ αττικος,,,,plant,
L820,ἀφάκη,αφακη,,,,plant,
L821,βάλσαμον,βαλσαμον,,,,plant,
L822,Βηχίον,βηχιον,,,,plant,
L823,βλίτον,βλιτον,,,,plant,
L824,βολβός ἥμερος,βολβος ημερος,,L845,subtype,plant,
L825,δάφνη,δαφνη,,,,plant,
L826,ἑλενίου ἡ ῥίζα,ελενιου η ριζα,,,,plant,
L827,Ἐπιμηλίς,επιμηλις,,,,plant,
L828,Ἐφήμερον,εφημερον,,,,plant,
L829,θέρμος ἥμερος,θερμος ημερος,,L257,subtype,plant,
L830,ἰδαία,ιδαια,,,,plant,
L831,κίστος ἢ κίσθαρος,κιστος η κισθαρος,,L296,subtype,plant,
L832,κυνὸς ὄρχις,κυνος ορχις,,,,plant,"split from workbook list: ὄρχις, κυνὸς ὄρχις; category inherited from bundle source"
L833,σεραπίαδα,σεραπιαδα,,,,plant,"split from workbook list: ὄρχις, σεραπίαδα; category inherited from bundle source"
L834,πάνακες ἀσκλήπειον,πανακες ασκληπειον,,,,plant,
L835,πόλιον πικρὸν,πολιον πικρον,,L454,subtype,plant,
L836,Σμύρνα βοϊκὴ,σμυρνα βοικη,,L506,subtype,plant,
L837,αἱ διαφοραὶ τῶν κατὰ μέρος ἐνεργειῶν,αι διαφοραι των κατα μερος ενεργειων,,,,substance,
L838,ἀβρότονον κεκαυμένον,αβροτονον κεκαυμενον,,L001,subtype,plant,
L839,ἀκαλήφη,ακαληφη,,,,plant,split from workbook list: ἀκαλήφη; κνίδη; category inherited from bundle source
L840,κνίδη,κνιδη,,,,plant,split from workbook list: ἀκαλήφη; κνίδη; category inherited from bundle source
L841,ἁλμυρίς,αλμυρις,,,,plant,split from workbook list: ἅλιμον; ἁλμυρίς; category inherited from bundle source
L842,βάλανος μυρεψική,βαλανος μυρεψικη,,L113,subtype,plant,
L843,βάλανος δρυίνη,βαλανος δρυινη,,L113,subtype,plant,
L844,βαλσάμου τὸ ξύλον καὶ ὀπὸς καὶ καρπός,βαλσαμου το ξυλον και οπος και καρπος,,,,plant,
L845,βολβός,βολβος,,,,plant,
L846,βούνιον οἱ δὲ ἄρκτιον,βουνιον οι δε αρκτιον,,L129,subtype,plant,
L847,βετονίκης τῆς πόας,βετονικης της ποας,,,,plant,
L848,ὕπνον,υπνον,,,,plant,split from workbook list: βρύον; ὕπνον; σπλάγχνον; category inherited from bundle source
L849,γουβώνιον,γουβωνιον,,,,plant,split from workbook list: γουβώνιον; ἀστήρ ἀττικός; category inherited from bundle source
L850,ἀστήρ ἀττικός,αστηρ αττικος,,,,plant,split from workbook list: γουβώνιον; ἀστήρ ἀττικός; category inherited from bundle source
L851,γλοιὸς ἀπὸ βαλανείου,γλοιος απο βαλανειου,,L145,subtype,plant,
L852,παιωνία,παιωνια,,,,plant,split from workbook list: γλυκυσίδης; παιωνία; category inherited from bundle source
L853,δόλιχοι,δολιχοι,,,,plant,split from workbook list: δόλιχοι; λόβια; category inherited from bundle source
L854,λόβια,λοβια,,,,plant,split from workbook list: δόλιχοι; λόβια; category inherited from bundle source
L855,αἰθάλη,αιθαλη,,,,plant,
L856,ἔλαιον κίκινον,ελαιον κικινον,,L169,subtype,plant,
L857,ἔλ. λινοσπέρμινον,ελ. λινοσπερμινον,,,,plant,
L858,ἔλ. ῥαφάνινον,ελ. ραφανινον,,,,plant,
L859,ἔλ. αἰγείρινον,ελ. αιγειρινον,,,,plant,
L860,ἔλ. ἀμυγδάλινον,ελ. αμυγδαλινον,,,,plant,
L861,ἔλ. καρύινον,ελ. καρυινον,,,,plant,
L862,ἔλ. μυροβαλάνινον,ελ. μυροβαλανινον,,,,plant,
L863,ἔλ. δάφνινον,ελ. δαφνινον,,,,plant,
L864,ἔλ. σησάμινον,ελ. σησαμινον,,,,plant,
L865,ἔλ. σχίνινον,ελ. σχινινον,,,,plant,
L866,ἔλ. οἰνάνθινον,ελ. οινανθινον,,,,plant,
L867,ἔλ. μήλινον,ελ. μηλινον,,,,plant,
L868,ἔλ. ῥόδινον,ελ. ροδινον,,,,plant,
L869,ἔλ. χαμαιμήλινον,ελ. χαμαιμηλινον,,,,plant,
L870,ἔλ. ἀνήθινον,ελ. ανηθινον,,,,plant,
L871,ἔλ. κρίνινον,ελ. κρινινον,,,,plant,
L872,ἔλ. τήλινον,ελ. τηλινον,,,,plant,
L873,ἔλ. ναρκίσσινον,ελ. ναρκισσινον,,,,plant,
L874,ἔλ. ἰάτον,ελ. ιατον,,,,plant,
L875,ἔλ. ἰασμέλαιον,ελ. ιασμελαιον,,,,plant,
L876,ἔλ. μυρσίνινον,ελ. μυρσινινον,,,,plant,
L877,ἔλ. μαστίχινον,ελ. μαστιχινον,,,,plant,
L878,ἔλ. στυράκινον,ελ. στυρακινον,,,,plant,
L879,ἔλ. σικυώνιον,ελ. σικυωνιον,,,,plant,
L880,ἔλ. μετώπιον,ελ. μετωπιον,,,,plant,
L881,ἔλ. μενδήσιον,ελ. μενδησιον,,,,plant,
L882,ἔλ. μεγάλινον,ελ. μεγαλινον,,,,plant,
L883,ἔλ. ἀμαράκινον,ελ. αμαρακινον,,,,plant,
L884,ἔλ. κύπρινον,ελ. κυπρινον,,,,plant,
L885,ἔλ. ἴρινον,ελ. ιρινον,,,,plant,
L886,ἔλ. νάρδου κυζικηνοῦ,ελ. ναρδου κυζικηνου,,,,plant,
L887,ἐλ. σαλκᾶ σκευασία,ελ. σαλκα σκευασια,,,,plant,
L888,φυλίνου,φυλινου,,,,plant,"split from workbook list: φυλίνου, μαλαβαθρίνου καλλίστη σκευασία; category inherited from bundle source"
L889,μαλαβαθρίνου καλλίστη σκευασία,μαλαβαθρινου καλλιστη σκευασια,,,,plant,"split from workbook list: φυλίνου, μαλαβαθρίνου καλλίστη σκευασία; category inherited from bundle source"
L890,μύρα,μυρα,,,,plant,"split from workbook list: μύρα, τίσιν ἁρμόδια τὰ εὐώδη; category inherited from bundle source"
L891,τίσιν ἁρμόδια τὰ εὐώδη,τισιν αρμοδια τα ευωδη,,,,plant,"split from workbook list: μύρα, τίσιν ἁρμόδια τὰ εὐώδη; category inherited from bundle source"
L892,ἔλ. Καπνιστὸν,ελ. καπνιστον,,,,plant,
L893,συγχρίσματα,συγχρισματα,,,,plant,
L894,ἐπίπετρον,επιπετρον,,,,plant,split from workbook list: ἔμπετρον; ἐπίπετρον; category inherited from bundle source
L895,εὔζωμον,ευζωμον,,,,plant,
L896,μίνθη εὐώδη,μινθη ευωδη,,,,plant,split from workbook list: ἡδύοσμος; μίνθη εὐώδη; category inherited from bundle source
L897,πελεκῖνος,πελεκινος,,,,plant,split from workbook list: ἡδύσαρον; πελεκῖνος; category inherited from bundle source
L898,θύμβρα,θυμβρα,,,,plant,
L899,ἴντυβοι,ιντυβοι,,,,plant,
L900,ἰσάτις ἀγρία,ισατις αγρια,,,,plant,
L901,καπνός,καπνος,,,,plant,split from workbook list: κάπνιος ; καπνός; category inherited from bundle source
L902,κασσία,κασσια,,,,plant,
L903,καρύα τὸ δένδρον,καρυα το δενδρον,,L281,subtype,plant,
L904,κάρυα ποντικὰ,καρυα ποντικα,,L281,subtype,plant,split from workbook list: κάρυα ποντικὰ; λεπτοκάρυα; category inherited from bundle source
L905,λεπτοκάρυα,λεπτοκαρυα,,,,plant,split from workbook list: κάρυα ποντικὰ; λεπτοκάρυα; category inherited from bundle source
L906,καστάνια,καστανια,,,,plant,
L907,κεδρέλαιον,κεδρελαιον,,,,plant,
L908,κεδρίδες,κεδριδες,,,,plant,
L909,κιβώριον,κιβωριον,,,,plant,
L910,κιννάρα,κινναρα,,,,plant,
L911,κίκεως ὁ καρπός,κικεως ο καρπος,,,,plant,
L912,κίσθαρος,κισθαρος,,,,plant,split from workbook list: κισθὸς; κίσθαρος; category inherited from bundle source
L913,ὑποκυστίς,υποκυστις,,,,plant,
L914,κισθός,κισθος,,,,plant,split from workbook list: κισθός; λήδων; category inherited from bundle source
L915,λήδων,ληδων,,,,plant,split from workbook list: κισθός; λήδων; category inherited from bundle source
L916,κνῆκος,κνηκος,,,,plant,
L917,κοκκυμηλέας ὁ καρπός,κοκκυμηλεας ο καρπος,,,,plant,
L918,προῦνον,προυνον,,,,plant,
L919,κολοκάσιον,κολοκασιον,,,,plant,split from workbook list: κολοκάσιον; μανζιζάνιον; category inherited from bundle source
L920,μανζιζάνιον,μανζιζανιον,,,,plant,split from workbook list: κολοκάσιον; μανζιζάνιον; category inherited from bundle source
L921,κόνυζα διττή,κονυζα διττη,,L311,subtype,plant,split from workbook list: κόνυζα διττή; κόνυζα ἡ μείζων; κόνυζα ἡ μικροτέρα; category inherited from bundle source
L922,κόνυζα ἡ μείζων,κονυζα η μειζων,,L311,subtype,plant,split from workbook list: κόνυζα διττή; κόνυζα ἡ μείζων; κόνυζα ἡ μικροτέρα; category inherited from bundle source
L923,κόνυζα ἡ μικροτέρα,κονυζα η μικροτερα,,L311,subtype,plant,split from workbook list: κόνυζα διττή; κόνυζα ἡ μείζων; κόνυζα ἡ μικροτέρα; category inherited from bundle source
L924,κόριον,κοριον,,,,plant,split from workbook list: κορίανον; κόριον; category inherited from bundle source
L925,κορωνοπόδιον,κορωνοποδιον,,,,plant,
L926,μάζα ἀλφίτων,μαζα αλφιτων,,,,plant,
L927,κρίμνος,κριμνος,,,,plant,split from workbook list: κρίμνος; πόλτος; category inherited from bundle source
L928,πόλτος,πολτος,,,,plant,split from workbook list: κρίμνος; πόλτος; category inherited from bundle source
L929,κρόμυον,κρομυον,,,,plant,
L930,φάβα,φαβα,,,,plant,split from workbook list: κύαμος; φάβα; category inherited from bundle source
L931,κυτίσου τὰ φύλλα,κυτισου τα φυλλα,,,,plant,
L932,κώνου καρπός,κωνου καρπος,,,,plant,split from workbook list: κώνου καρπός; κόκκαλος; στρόβιλον; category inherited from bundle source
L933,κόκκαλος,κοκκαλος,,,,plant,split from workbook list: κώνου καρπός; κόκκαλος; στρόβιλον; category inherited from bundle source
L934,στρόβιλον,στροβιλον,,,,plant,split from workbook list: κώνου καρπός; κόκκαλος; στρόβιλον; category inherited from bundle source
L935,καγκάνος,καγκανος,,,,plant,
L936,δαῦκον ἄγριον,δαυκον αγριον,,,,plant,split from workbook list: καυκαλίς; δαῦκον ἄγριον; category inherited from bundle source
L937,λάθυροι,λαθυροι,,,,plant,
L938,κυνόγλωσσον,κυνογλωσσον,,,,plant,split from workbook list: λειμώνιον; κυνόγλωσσον; category inherited from bundle source
L939,λεοντοπόδιον,λεοντοποδιον,,,,plant,split from workbook list: λεοντοπόδιον; λεοντοπέταλον; category inherited from bundle source
L940,λιβάνου αἰθάλη,λιβανου αιθαλη,,,,plant,
L941,λιβανωτίδες,λιβανωτιδες,,,,plant,
L942,λιγνὺς ἅπασα,λιγνυς απασα,,L352,subtype,plant,
L943,μήκων πᾶσα,μηκων πασα,,L374,subtype,plant,
L944,παραλία,παραλια,,,,plant,split from workbook list: μήκων κερατῖτις; παραλία; category inherited from bundle source
L945,κιτρέα,κιτρεα,,,,plant,split from workbook list: μηλέα μηδική; κιτρέα; category inherited from bundle source
L946,μῆλα,μηλα,,,,plant,
L947,μυρσίνη,μυρσινη,,,,plant,split from workbook list: μυρρίνη; μυρσίνη; category inherited from bundle source
L948,βήσασα,βησασα,,,,plant,split from workbook list: μῶλυ; βήσασα; category inherited from bundle source
L949,φασγάνιον,φασγανιον,,,,plant,split from workbook list: ξάνθιον; φασγάνιον; φιλάνθρωπον; χοιραδόλεθρον; category inherited from bundle source
L950,φιλάνθρωπον,φιλανθρωπον,,,,plant,split from workbook list: ξάνθιον; φασγάνιον; φιλάνθρωπον; χοιραδόλεθρον; category inherited from bundle source
L951,χοιραδόλεθρον,χοιραδολεθρον,,,,plant,split from workbook list: ξάνθιον; φασγάνιον; φιλάνθρωπον; χοιραδόλεθρον; category inherited from bundle source
L952,ξιφίου ἡ ῥίζα,ξιφιου η ριζα,,,,plant,
L953,ὀξύσχοινος,οξυσχοινος,,,,plant,split from workbook list: σχοῖνος <ἑ>λεία; ὀξύσχοινος; ὁλόσχοινος; category inherited from bundle source
L954,ὀπός Κυρηναικός,οπος κυρηναικος,,L418,subtype,plant,split from workbook list: ὀπός; ὀπός Κυρηναικός; ὀπός Μηδικός; ὀπός Συριακός; λάσαρ; category inherited from bundle source
L955,ὀπός Μηδικός,οπος μηδικος,,L418,subtype,plant,split from workbook list: ὀπός; ὀπός Κυρηναικός; ὀπός Μηδικός; ὀπός Συριακός; λάσαρ; category inherited from bundle source
L956,ὀπός Συριακός,οπος συριακος,,L418,subtype,plant,split from workbook list: ὀπός; ὀπός Κυρηναικός; ὀπός Μηδικός; ὀπός Συριακός; λάσαρ; category inherited from bundle source
L957,λάσαρ,λασαρ,,,,plant,split from workbook list: ὀπός; ὀπός Κυρηναικός; ὀπός Μηδικός; ὀπός Συριακός; λάσαρ; category inherited from bundle source
L958,ὀρίγανον,οριγανον,,,,plant,
L959,οἱ δὲ κυνὸς ὄρχις,οι δε κυνος ορχις,,,,plant,split from workbook list: ὄρχις; οἱ δὲ κυνὸς ὄρχις; category inherited from bundle source
L960,οὖβα,ουβα,,,,plant,split from workbook list: οὖβα; μέσπιλα; category inherited from bundle source
L961,μέσπιλα,μεσπιλα,,,,plant,split from workbook list: οὖβα; μέσπιλα; category inherited from bundle source
L962,κορήματα,κορηματα,,,,plant,split from workbook list: ὀσιριάς; κορήματα; category inherited from bundle source
L963,πάνακες Ἡράκλειον,πανακες ηρακλειον,,,,plant,split from workbook list: πάνακες Ἡράκλειον; ὀποπάναξ; category inherited from bundle source
L964,ὀποπάναξ,οποπαναξ,,,,plant,split from workbook list: πάνακες Ἡράκλειον; ὀποπάναξ; category inherited from bundle source
L965,πέπων,πεπων,,,,plant,
L966,περιστερεὼν ὀρθός,περιστερεων ορθος,,L438,subtype,plant,
L967,περδικίου,περδικιου,,,,plant,
L968,παιωνίας,παιωνιας,,,,plant,
L969,πιτυίδες,πιτυιδες,,,,plant,split from workbook list: πιτυίδες; πιτύων ὁ καρπός; category inherited from bundle source
L970,πιτύων ὁ καρπός,πιτυων ο καρπος,,,,plant,split from workbook list: πιτυίδες; πιτύων ὁ καρπός; category inherited from bundle source
L971,πίτυος φλοιός,πιτυος φλοιος,,,,plant,
L972,φιλεταίρον,φιλεταιρον,,,,plant,split from workbook list: πολεμώνιον; φιλεταίρον; χιλιοδύναμον; category inherited from bundle source
L973,χιλιοδύναμον,χιλιοδυναμον,,,,plant,split from workbook list: πολεμώνιον; φιλεταίρον; χιλιοδύναμον; category inherited from bundle source
L974,πράσα,πρασα,,,,plant,
L975,πυροί,πυροι,,,,plant,
L976,ῥᾶ ποντικόν,ρα ποντικον,,,,plant,split from workbook list: ῥᾶ ποντικόν; ῥῆον ποντικόν; category inherited from bundle source
L977,ῥῆον ποντικόν,ρηον ποντικον,,L469,subtype,plant,split from workbook list: ῥᾶ ποντικόν; ῥῆον ποντικόν; category inherited from bundle source
L978,ῥητίνη,ρητινη,,,,plant,split from workbook list: ῥητίνη; ῥητῖναι πᾶσαι; μαστίχη; σχινίνη; τερεβινθίνη; πιτυίνη ἡ ξηρά; πιτύινον φύσημα; category inherited from bundle source
L979,ῥητῖναι πᾶσαι,ρητιναι πασαι,,,,plant,split from workbook list: ῥητίνη; ῥητῖναι πᾶσαι; μαστίχη; σχινίνη; τερεβινθίνη; πιτυίνη ἡ ξηρά; πιτύινον φύσημα; category inherited from bundle source
L980,σχινίνη,σχινινη,,,,plant,split from workbook list: ῥητίνη; ῥητῖναι πᾶσαι; μαστίχη; σχινίνη; τερεβινθίνη; πιτυίνη ἡ ξηρά; πιτύινον φύσημα; category inherited from bundle source
L981,τερεβινθίνη,τερεβινθινη,,,,plant,split from workbook list: ῥητίνη; ῥητῖναι πᾶσαι; μαστίχη; σχινίνη; τερεβινθίνη; πιτυίνη ἡ ξηρά; πιτύινον φύσημα; category inherited from bundle source
L982,πιτυίνη ἡ ξηρά,πιτυινη η ξηρα,,,,plant,split from workbook list: ῥητίνη; ῥητῖναι πᾶσαι; μαστίχη; σχινίνη; τερεβινθίνη; πιτυίνη ἡ ξηρά; πιτύινον φύσημα; category inherited from bundle source
L983,πιτύινον φύσημα,πιτυινον φυσημα,,,,plant,split from workbook list: ῥητίνη; ῥητῖναι πᾶσαι; μαστίχη; σχινίνη; τερεβινθίνη; πιτυίνη ἡ ξηρά; πιτύινον φύσημα; category inherited from bundle source
L984,ῥητίνην,ρητινην,,,,plant,"split from workbook list: ῥητίνην, ὅπως δεῖ καίειν; category inherited from bundle source"
L985,ὅπως δεῖ καίειν,οπως δει καιειν,,,,plant,"split from workbook list: ῥητίνην, ὅπως δεῖ καίειν; category inherited from bundle source"
L986,ῥόδα,ροδα,,,,plant,
L987,ῥόα πᾶσα,ροα πασα,,L474,subtype,plant,
L988,κιχόριον,κιχοριον,,,,plant,split from workbook list: σέρις; κιχόριον; category inherited from bundle source
L989,σίνων,σινων,,,,plant,
L990,ἱπποσέλινον,ιπποσελινον,,,,plant,split from workbook list: σμύρνιον; ἱπποσέλινον; category inherited from bundle source
L991,σπάρτον,σπαρτον,,,,plant,
L992,στακτή,στακτη,,,,plant,
L993,σταφυλῖνος ὁ ἥμερος,σταφυλινος ο ημερος,,L155,subtype,plant,split from workbook list: σταφυλῖνος; σταφυλῖνος ὁ ἥμερος; σταφυλῖνος ὁ ἄγριος δαῦκον; category inherited from bundle source
L994,σταφυλῖνος ὁ ἄγριος δαῦκον,σταφυλινος ο αγριος δαυκον,,L155,subtype,plant,split from workbook list: σταφυλῖνος; σταφυλῖνος ὁ ἥμερος; σταφυλῖνος ὁ ἄγριος δαῦκον; category inherited from bundle source
L995,σταφυλή,σταφυλη,,,,plant,
L996,σχοῖνος <ἑ>λεία,σχοινος <ε>λεια,,,,plant,split from workbook list: σχοῖνος <ἑ>λεία; ὀξύσχοινος; ὁλόσχοινος; category inherited from bundle source
L997,ὁλόσχοινος,ολοσχοινος,,,,plant,split from workbook list: σχοῖνος <ἑ>λεία; ὀξύσχοινος; ὁλόσχοινος; category inherited from bundle source
L998,τιθύμαλλοι πάντες,τιθυμαλλοι παντες,,,,plant,
L999,ἀσφάλτιον,ασφαλτιον,,,,plant,split from workbook list: τρίφυλλον; ἀσφάλτιον; category inherited from bundle source
L1000,στρύχνον,στρυχνον,,,,plant,split from workbook list: τρύχνος; στρύχνον; category inherited from bundle source
L1001,φακοί,φακοι,,,,plant,
L1002,φάσηλοι καὶ ὦχροι,φασηλοι και ωχροι,,,,plant,
L1003,χονδρίλλη,χονδριλλη,,,,plant,
L1004,διαφοραὶ τῆς γῆς,διαφοραι της γης,,L1062,subtype,mineral,
L1005,γῆν,γην,,,,mineral,"split from workbook list: γῆν, ὅπως δεῖ πλύνειν πᾶσαν; category inherited from bundle source"
L1006,ὅπως δεῖ πλύνειν πᾶσαν,οπως δει πλυνειν πασαν,,,,mineral,"split from workbook list: γῆν, ὅπως δεῖ πλύνειν πᾶσαν; category inherited from bundle source"
L1007,αἱ θεραπεῖαι διὰ τῆς γεωργουμένης,αι θεραπειαι δια της γεωργουμενης,,,,mineral,"split from workbook list: γῆς, αἱ θεραπεῖαι διὰ τῆς γεωργουμένης; category inherited from bundle source"
L1008,Λημνία σφραγίς,λημνια σφραγις,,,,mineral,
L1009,μίλτος,μιλτος,,,,mineral,
L1010,γῆ σαμία,γη σαμια,,,,mineral,
L1011,σελινουσία γῆ καὶ χία,σελινουσια γη και χια,,,,mineral,
L1012,κιμωλία γῆ ἢ ἐρετριάς,κιμωλια γη η ερετριας,,,,mineral,
L1013,γῆ ἀμπελίτις ἢ φαρμακίτις,γη αμπελιτις η φαρμακιτις,,,,mineral,
L1014,γῆ κρητικὴ ἢ κρητάριον,γη κρητικη η κρηταριον,,,,mineral,
L1015,γῆ κεκαυμένη,γη κεκαυμενη,,,,mineral,
L1016,βῶλος Ἀρμένια,βωλος αρμενια,,,,mineral,
L1017,λίθος σχιστὸς γαλακτίτης μελιτίτης,λιθος σχιστος γαλακτιτης μελιτιτης,,,,mineral,
L1018,κοινὴ διδασκαλία περὶ πάντων τῶν λίθων,κοινη διδασκαλια περι παντων των λιθων,,,,mineral,
L1019,λευκογραφὶς ἢ μόροξος,λευκογραφις η μοροξος,,,,mineral,
L1020,ἴασπις λίθος,ιασπις λιθος,,,,mineral,
L1021,τηκόλιθος ἢ συριακὸς λίθος,τηκολιθος η συριακος λιθος,,,,mineral,
L1022,πυρίτης,πυριτης,,,,mineral,
L1023,λίθος ἄσσιος,λιθος ασσιος,,,,mineral,
L1024,γαγάτης,γαγατης,,,,mineral,
L1025,μαγνῆτις λίθος,μαγνητις λιθος,,,,mineral,
L1026,σμύρις κίσσηρις ὄστρακα κλιβάνου καὶ τὰ ἄλλα,σμυρις κισσηρις οστρακα κλιβανου και τα αλλα,,,,mineral,
L1027,ναξίας ἀκόνης τὸ ἀπότριμμα,ναξιας ακονης το αποτριμμα,,,,mineral,
L1028,ὀφίτης λίθος,οφιτης λιθος,,,,mineral,
L1029,ὕαλος,υαλος,,,,mineral,
L1030,λίθος ἀετίτης,λιθος αετιτης,,,,mineral,
L1031,ἀλαβανδικὸς ἢ ἀλαβάνδινον,αλαβανδικος η αλαβανδινον,,,,mineral,
L1032,γαγάτης ἄλλος,γαγατης αλλος,,L1024,subtype,mineral,
L1033,ἤλεκτρον ἢ σούκινον ἢ λιγγούριον,ηλεκτρον η σουκινον η λιγγουριον,,,,mineral,
L1034,ἴασπις ὁ ὑπόχλωρος,ιασπις ο υποχλωρος,,,,mineral,
L1035,ἰασπαχάτης,ιασπαχατης,,,,mineral,
L1036,σάπφειρος λίθος,σαπφειρος λιθος,,,,mineral,
L1037,σμάραγδος λίθος,σμαραγδος λιθος,,,,mineral,
L1038,μεταλλικὰ καὶ τὰ ἐξ ὕδατος γεννωμένα,μεταλλικα και τα εξ υδατος γεννωμενα,,,,mineral,
L1039,ἀλκυόνια,αλκυονια,,,,mineral,
L1040,ἅλες κεκαυμένοι,αλες κεκαυμενοι,,L611,subtype,mineral,
L1041,ἀρμενιακὸν τὸ τῶν ζωγράφων,αρμενιακον το των ζωγραφων,,L612,subtype,mineral,
L1042,ἀρσενικόν,αρσενικον,,,,mineral,
