lemma_id,headword_gr,headword_normalized,headword_en,parent_lemma,relationship,category,notes
L219,περδίκιον,περδικιον,,,,plant,split from workbook list: ἑλξίνη; περδίκιον; παρθένιον; σιδηρίτιδα; Ἡρακλείαν; category inherited from bundle source
L220,παρθένιον,παρθενιον,,,,plant,split from workbook list: ἑλξίνη; περδίκιον; παρθένιον; σιδηρίτιδα; Ἡρακλείαν; category inherited from bundle source
L221,σιδηρίτιδα,σιδηριτιδα,,,,plant,split from workbook list: ἑλξίνη; περδίκιον; παρθένιον; σιδηρίτιδα; Ἡρακλείαν; category inherited from bundle source
L222,Ἡρακλείαν,ηρακλειαν,,,,plant,split from workbook list: ἑλξίνη; περδίκιον; παρθένιον; σιδηρίτιδα; Ἡρακλείαν; category inherited from bundle source
L223,κισσάμπελος,κισσαμπελος,,,,plant,split from workbook list: ἑλξίνη; κισσάμπελος; category inherited from bundle source
L224,ἔλυμος,ελυμος,,,,plant,split from workbook list: ἔλυμος; μελίνη; category inherited from bundle source
L225,μελίνη,μελινη,,,,plant,split from workbook list: ἔλυμος; μελίνη; category inherited from bundle source
L226,ἔμπετρον,εμπετρον,,,,plant,split from workbook list: ἔμπετρον; ἐπίπετρον; category inherited from bundle source
L227,ἐπίθυμον,επιθυμον,,,,plant,
L228,ἐπιμήδιον,επιμηδιον,,,,plant,
L229,ἐπιμηλίς,επιμηλις,,,,plant,split from workbook list: ἐπιμηλίς; οὐνέδων; category inherited from bundle source
L230,οὐνέδων,ουνεδων,,,,plant,split from workbook list: ἐπιμηλίς; οὐνέδων; category inherited from bundle source
L231,ἐρέβινθος,ερεβινθος,,,,plant,split from workbook list: ἐρέβινθος; κριός; ὀροβίας; category inherited from bundle source
L232,κριός,κριος,,,,plant,split from workbook list: ἐρέβινθος; κριός; ὀροβίας; category inherited from bundle source
L233,ὀροβίας,οροβιας,,,,plant,split from workbook list: ἐρέβινθος; κριός; ὀροβίας; category inherited from bundle source
L234,ἐρέβινθος ἄγριος,ερεβινθος αγριος,,L231,subtype,plant,
L235,ἐρείκη,ερεικη,,,,plant,
L236,ἕρπυλλος,ερπυλλος,,,,plant,
L237,ἐρύσιμον,ερυσιμον,,,,plant,
L238,ἐρυθρόδανον,ερυθροδανον,,,,plant,
L239,εὐπατόριον,ευπατοριον,,,,plant,
L240,εὐφόρβιον,ευφορβιον,,,,plant,
L241,ἐφήμερον,εφημερον,,,,plant,split from workbook list: ἐφήμερον; κολχικὸν; ἴρις ἀγρία; category inherited from bundle source
L242,κολχικὸν,κολχικον,,,,plant,split from workbook list: ἐφήμερον; κολχικὸν; ἴρις ἀγρία; category inherited from bundle source
L243,ἴρις ἀγρία,ιρις αγρια,,,,plant,split from workbook list: ἐφήμερον; κολχικὸν; ἴρις ἀγρία; category inherited from bundle source
L244,ἐχῖνος,εχινος,,,,plant,
L245,ζειά,ζεια,,,,plant,
L246,ζιγγίβερι,ζιγγιβερι,,,,plant,
L247,ζύθος,ζυθος,,,,plant,
L248,ζύμη,ζυμη,,,,plant,
L249,ἡδύοσμος,ηδυοσμος,,,,plant,split from workbook list: ἡδύοσμος; μίνθη εὐώδη; category inherited from bundle source
L250,ἡδύσαρον,ηδυσαρον,,,,plant,split from workbook list: ἡδύσαρον; πελεκῖνος; category inherited from bundle source
L251,ἡμεροκαλλές,ημεροκαλλες,,,,plant,
L252,ἡμιονῖτις,ημιονιτις,,,,plant,
L253,ἠριγέρων,ηριγερων,,,,plant,
L254,ἠρύγγιον,ηρυγγιον,,,,plant,
L255,θαλίηκτρον,θαλιηκτρον,,,,plant,
L256,θαψία,θαψια,,,,plant,
L257,θέρμος,θερμος,,,,plant,
L258,θέρμος ἄγριος,θερμος αγριος,,L257,subtype,plant,
L259,θλάσπι,θλασπι,,,,plant,
L260,θρίδαξ,θριδαξ,,,,plant,
L261,θύμος,θυμος,,,,plant,
L262,Ἰδαία ῥίζα,ιδαια ριζα,,L830,subtype,plant,
L263,ἰξός,ιξος,,,,plant,
L264,ἴου τὰ φύλλα,ιου τα φυλλα,,,,plant,
L265,ἵππουρις,ιππουρις,,,,plant,
L266,Ἱππομάραθρον,ιππομαραθρον,,,,plant,
L267,ἰσάτις βαφική,ισατις βαφικη,,,,plant,
L268,Ἰσόπυρον,ισοπυρον,,,,plant,
L269,ἰτέα,ιτεα,,,,plant,
L270,καλαμίνθη,καλαμινθη,,,,plant,
L271,κάλαμος ἀρωματικός,καλαμος αρωματικος,,,,plant,
L272,κάλαμος φραγμίτης,καλαμος φραγμιτης,,,,plant,
L273,κάγκανον,καγκανον,,,,plant,
L274,καννάβεως ὁ καρπός,κανναβεως ο καρπος,,,,plant,
L275,κάπνιος,καπνιος,,,,plant,split from workbook list: κάπνιος ; καπνός; category inherited from bundle source
L276,κάππαρις,καππαρις,,,,plant,
L277,κάρδαμον,καρδαμον,,,,plant,
L278,καρδάμωμον,καρδαμωμον,,,,plant,
L279,καρῶον,καρωον,,,,plant,
L280,κασία,κασια,,,,plant,
L281,καρύα,καρυα,,,,plant,
L282,καυκαλίς,καυκαλις,,,,plant,split from workbook list: καυκαλίς; δαῦκον ἄγριον; category inherited from bundle source
L283,καρπήσιον,καρπησιον,,,,plant,
L284,κέγχρος,κεγχρος,,,,plant,
L285,κέδρος,κεδρος,,,,plant,
L286,κενταύριον τὸ μέγα,κενταυριον το μεγα,,,,plant,
L287,κενταύριον τὸ μικρόν,κενταυριον το μικρον,,,,plant,
L288,κέρασος,κερασος,,,,plant,
L289,κερατωνία,κερατωνια,,,,plant,
L290,κέστρον,κεστρον,,,,plant,
L291,κηκίς,κηκις,,,,plant,
L292,κηρός,κηρος,,,,plant,
L293,κίκι,κικι,,,,plant,
L294,κιννάμωμον,κινναμωμον,,,,plant,
L295,κιρκέα,κιρκεα,,,,plant,
L296,κίστος,κιστος,,,,plant,
L297,κισθὸς,κισθος,,,,plant,split from workbook list: κισθὸς; κίσθαρος; category inherited from bundle source
L298,κισσός,κισσος,,,,plant,
L299,κλινοπόδιον,κλινοποδιον,,,,plant,
L300,κληματίς,κληματις,,,,plant,
L301,κνίκος,κνικος,,,,plant,
L302,κόκκος κνίδιος,κοκκος κνιδιος,,,,plant,
L303,κόκκος βαφική,κοκκος βαφικη,,,,plant,
L304,κοκκυμηλέα,κοκκυμηλεα,,,,plant,
L305,κόλλα,κολλα,,,,plant,
L306,κολοκύνθη,κολοκυνθη,,,,plant,
L307,κολοκυνθίς,κολοκυνθις,,,,plant,
L308,κόμαρος,κομαρος,,,,plant,
L309,κόμμι,κομμι,,,,plant,
L310,κονία,κονια,,,,plant,
L311,κόνυζα,κονυζα,,,,plant,
L312,κορίανον,κοριανον,,,,plant,split from workbook list: κορίανον; κόριον; category inherited from bundle source
L313,κορωνόπους,κορωνοπους,,,,plant,
L314,κόστος,κοστος,,,,plant,
L315,κοτυληδών,κοτυληδων,,,,plant,
L316,κράνια,κρανια,,,,plant,
L317,κράμβη ἐδώδιμος,κραμβη εδωδιμος,,,,plant,
L318,κράμβη ἀγρία,κραμβη αγρια,,,,plant,
L319,κράμβη θαλαττία,κραμβη θαλαττια,,,,plant,
L320,κραταιόγονον,κραταιογονον,,,,plant,
L321,κρῆθμον,κρηθμον,,,,plant,
L322,κριθαί,κριθαι,,,,plant,
L323,κρίμνον,κριμνον,,,,plant,
L324,κρίνον,κρινον,,,,plant,
L325,κροκοδείλιον,κροκοδειλιον,,,,plant,
L326,κρόκος,κροκος,,,,plant,
L327,κρόμμυον,κρομμυον,,,,plant,
L328,κύαμος,κυαμος,,,,plant,split from workbook list: κύαμος; φάβα; category inherited from bundle source
L329,κυκλάμινος,κυκλαμινος,,,,plant,
L330,κύμινον,κυμινον,,,,plant,
L331,κυνόσβατος,κυνοσβατος,,,,plant,
L332,κυπάρισσος,κυπαρισσος,,,,plant,
L333,κύπερον,κυπερον,,,,plant,
L334,κύπρος,κυπρος,,,,plant,
L335,κύτισος,κυτισος,,,,plant,
L336,κώνειον,κωνειον,,,,plant,
L337,κῶνος,κωνος,,,,plant,
L338,λαγώπουν,λαγωπουν,,,,plant,
L339,λαθυρίς,λαθυρις,,,,plant,
L340,λαμψάνη,λαμψανη,,,,plant,
L341,λάπαθον,λαπαθον,,,,plant,
L342,λειμώνιον,λειμωνιον,,,,plant,split from workbook list: λειμώνιον; κυνόγλωσσον; category inherited from bundle source
L343,λειχήν,λειχην,,,,plant,
L344,λεοντοπέταλον,λεοντοπεταλον,,,,plant,split from workbook list: λεοντοπόδιον; λεοντοπέταλον; category inherited from bundle source
L345,λεπίδιον,λεπιδιον,,,,plant,
L346,λευκάς,λευκας,,,,plant,
L347,λευκάκανθον,λευκακανθον,,,,plant,
L348,λευκόϊον,λευκοιον,,,,plant,
L349,λεύκη τὸ δένδρον,λευκη το δενδρον,,,,plant,
L350,λιβανωτός,λιβανωτος,,,,plant,
L351,λιβανωτίς,λιβανωτις,,,,plant,
L352,λιγνύς,λιγνυς,,,,plant,
L353,λιγυστικόν,λιγυστικον,,,,plant,
L354,λινόσπερμον,λινοσπερμον,,,,plant,
L355,λινόζωστις,λινοζωστις,,,,plant,
L356,λογχίτιδος,λογχιτιδος,,,,plant,
L357,λύκιον,λυκιον,,,,plant,
L358,λυσιμάχιος,λυσιμαχιος,,,,plant,
L359,λυχνίς,λυχνις,,,,plant,
L360,λωτὸς ὁ ἥμερος,λωτος ο ημερος,,,,plant,
L361,λωτὸς τὸ δένδρον,λωτος το δενδρον,,,,plant,
L362,μάκερ,μακερ,,,,plant,
L363,μαλαβάθρου φύλλα,μαλαβαθρου φυλλα,,,,plant,
L364,μαλάχη,μαλαχη,,,,plant,
L365,μανδραγόρας,μανδραγορας,,,,plant,
L366,μάραθρον,μαραθρον,,,,plant,
L367,μαστίχη,μαστιχη,,,,plant,split from workbook list: ῥητίνη; ῥητῖναι πᾶσαι; μαστίχη; σχινίνη; τερεβινθίνη; πιτυίνη ἡ ξηρά; πιτύινον φύσημα; category inherited from bundle source
L368,μελάνθιον,μελανθιον,,,,plant,
L369,μελίλωτον,μελιλωτον,,,,plant,
L370,μέλι,μελι,,,,plant,
L371,μελισσόφυλλον,μελισσοφυλλον,,,,plant,
L372,μέσπιλον,μεσπιλον,,,,plant,
L373,μήδιον,μηδιον,,,,plant,
L374,μήκων,μηκων,,,,plant,
L375,μήκων κερατῖτις,μηκων κερατιτις,,L374,subtype,plant,split from workbook list: μήκων κερατῖτις; παραλία; category inherited from bundle source
L376,μήκων ἡρακλεία,μηκων ηρακλεια,,L374,subtype,plant,
L377,μηλέα,μηλεα,,,,plant,
L378,μηλέα περσική,μηλεα περσικη,,L377,subtype,plant,
L379,μηλέα ἀρμενιακή,μηλεα αρμενιακη,,L377,subtype,plant,
L380,μηλέα μηδική,μηλεα μηδικη,,L377,subtype,plant,split from workbook list: μηλέα μηδική; κιτρέα; category inherited from bundle source
L381,μῆον,μηον,,,,plant,
L382,μῖλαξ ἡ τραχεῖα,μιλαξ η τραχεια,,,,plant,
L383,μῖλαξ ἡ λεία,μιλαξ η λεια,,,,plant,
L384,μορέα,μορεα,,,,plant,
L385,μύαγρος,μυαγρος,,,,plant,
L386,μύκητες,μυκητες,,,,plant,
L387,μύλη,μυλη,,,,plant,
L388,μυωτίς,μυωτις,,,,plant,
L389,μυρίκη,μυρικη,,,,plant,
L390,μυριόφυλλον,μυριοφυλλον,,,,plant,
L391,μύρρις,μυρρις,,,,plant,
L392,μυρρίνη,μυρρινη,,,,plant,split from workbook list: μυρρίνη; μυρσίνη; category inherited from bundle source
L393,μῶλυ,μωλυ,,,,plant,split from workbook list: μῶλυ; βήσασα; category inherited from bundle source
L394,προοίμιον,προοιμιον,,,,plant,
L395,νάρδου στάχυς,ναρδου σταχυς,,,,plant,
L396,νάρδος κελτική,ναρδος κελτικη,,,,plant,
L397,νάρδος ὀρεία,ναρδος ορεια,,,,plant,
L398,νάρθηξ,ναρθηξ,,,,plant,
L399,νᾶπυ,ναπυ,,,,plant,
L400,νάρκισσος,ναρκισσος,,,,plant,
L401,νευράς,νευρας,,,,plant,
L402,νήριον,νηριον,,,,plant,split from workbook list: νήριον; ῥοδοδάφνη; category inherited from bundle source
L403,νυμφαία,νυμφαια,,,,plant,
L404,ξάνθιον,ξανθιον,,,,plant,split from workbook list: ξάνθιον; φασγάνιον; φιλάνθρωπον; χοιραδόλεθρον; category inherited from bundle source
L405,ξυρὶς,ξυρις,,,,plant,
L406,ξίφιον,ξιφιον,,,,plant,
L407,ὄη,οη,,,,plant,
L408,οἶνος,οινος,,,,plant,
L409,ὄλυνθος,ολυνθος,,,,plant,
L410,ὀλόστιον,ολοστιον,,,,plant,
L411,ὀλύρα,ολυρα,,,,plant,
L412,ὄναγρον,οναγρον,,,,plant,
L413,ὄνοσμα,ονοσμα,,,,plant,
L414,ὀνοβρυχὶς,ονοβρυχις,,,,plant,
L415,ὄνωνις,ονωνις,,,,plant,
L416,ὄξος,οξος,,,,plant,
L417,ὀξυάκανθος,οξυακανθος,,,,plant,
L418,ὀπός,οπος,,,,plant,split from workbook list: ὀπός; ὀπός Κυρηναικός; ὀπός Μηδικός; ὀπός Συριακός; λάσαρ; category inherited from bundle source
L419,ὀρίγανος,οριγανος,,,,plant,
L420,ὄροβος,οροβος,,,,plant,
L421,ὀροβάκχη,οροβακχη,,,,plant,
L422,ὄρυζα,ορυζα,,,,plant,
L423,ὄρχις,ορχις,,,,plant,"split from workbook list: ὄρχις, κυνὸς ὄρχις; category inherited from bundle source"
L424,ὀσιριάς,οσιριας,,,,plant,split from workbook list: ὀσιριάς; κορήματα; category inherited from bundle source
L425,παγκράτιον,παγκρατιον,,,,plant,
L426,παλίουρος,παλιουρος,,,,plant,
L427,πάπυρος,παπυρος,,,,plant,
L428,πάνακες ἡράκλειον,πανακες ηρακλειον,,,,plant,
L429,πάνακες Ἀσκλήπειον,πανακες ασκληπειον,,,,plant,
L430,πάνακες χειρώνειον,πανακες χειρωνειον,,,,plant,
L431,παρωνυχία,παρωνυχια,,,,plant,
L432,πεντάφυλλον,πενταφυλλον,,,,plant,
L433,πέπλος,πεπλος,,,,plant,
L434,πέπλιον,πεπλιον,,,,plant,
L435,πέπερι,πεπερι,,,,plant,
L436,περσέα,περσεα,,,,plant,
L437,περικλύμενον,περικλυμενον,,,,plant,
L438,περιστερεών,περιστερεων,,,,plant,
L439,πετασῖτις,πετασιτις,,,,plant,
L440,πετροσέλινον,πετροσελινον,,,,plant,
L441,πευκέδανον,πευκεδανον,,,,plant,
L442,πήγανον,πηγανον,,,,plant,
L443,πίσσα,πισσα,,,,plant,
L444,πισσέλαιον,πισσελαιον,,,,plant,
L445,πιστάκια,πιστακια,,,,plant,
L446,πιτυΐδες,πιτυιδες,,,,plant,
L447,πίτυς,πιτυς,,,,plant,
L448,πιτυοῦσα,πιτυουσα,,,,plant,
L449,πλάτανος,πλατανος,,,,plant,
L450,πολύγονον,πολυγονον,,,,plant,
L451,πολύγαλον,πολυγαλον,,,,plant,
L452,πολυγόνατον,πολυγονατον,,,,plant,
L453,πολεμώνιον,πολεμωνιον,,,,plant,split from workbook list: πολεμώνιον; φιλεταίρον; χιλιοδύναμον; category inherited from bundle source
L454,πόλιον,πολιον,,,,plant,
L455,πόλιον τὸ μικρόν,πολιον το μικρον,,L454,subtype,plant,
L456,πολύκνημος,πολυκνημος,,,,plant,
L457,ποταμογείτων,ποταμογειτων,,,,plant,
L458,πολυπόδιον,πολυποδιον,,,,plant,
L459,πράσιον,πρασιον,,,,plant,
L460,πρόπολις,προπολις,,,,plant,
L461,πταρμική,πταρμικη,,,,plant,
L462,πτελέα,πτελεα,,,,plant,
L463,πτέρις,πτερις,,,,plant,
L464,πυκνόκομον,πυκνοκομον,,,,plant,
L465,πύρεθρον,πυρεθρον,,,,plant,
L466,πυρὸς,πυρος,,,,plant,
L467,ῥάμνος,ραμνος,,,,plant,
L468,ῥαφανίς,ραφανις,,,,plant,
L469,ῥῆον,ρηον,,,,plant,
L470,ῥητίναι πᾶσαι ἐν αἷς ἡ μαστίχη,ρητιναι πασαι εν αις η μαστιχη,,,,plant,
L471,ῥόδον,ροδον,,,,plant,
L472,ῥοδία ῥίζα,ροδια ριζα,,,,plant,
L473,ῥοδοδάφνη,ροδοδαφνη,,,,plant,split from workbook list: νήριον; ῥοδοδάφνη; category inherited from bundle source
L474,ῥόα,ροα,,,,plant,
L475,ῥοῦς,ρους,,,,plant,
L476,ῥύπος,ρυπος,,,,plant,
L477,σαγαπηνόν,σαγαπηνον,,,,plant,
L478,σάμψυχον,σαμψυχον,,,,plant,
L479,σαπρότης ξύλων,σαπροτης ξυλων,,,,plant,
L480,σαρκοκόλλα,σαρκοκολλα,,,,plant,
L481,σατύριον,σατυριον,,,,plant,
L482,σέλινον,σελινον,,,,plant,
L483,σέρις,σερις,,,,plant,split from workbook list: σέρις; κιχόριον; category inherited from bundle source
L484,σέριφον,σεριφον,,,,plant,
L485,σέσελι,σεσελι,,,,plant,
L486,σήσαμον,σησαμον,,,,plant,
L487,σησαμοειδὲς τὸ μέγα,σησαμοειδες το μεγα,,,,plant,
L488,σησαμοειδὲς τὸ λεύκον,σησαμοειδες το λευκον,,,,plant,
L489,σιδηρῖτις,σιδηριτις,,,,plant,
L490,σικὺς ἐδώδιμος,σικυς εδωδιμος,,,,plant,
L491,σικὺς ἄγριος,σικυς αγριος,,,,plant,
L492,σίλφιον,σιλφιον,,,,plant,
L493,σίσων,σισων,,,,plant,
L494,σίον,σιον,,,,plant,
L495,σίσαρος,σισαρος,,,,plant,
L496,σισύμβριον,σισυμβριον,,,,plant,split from workbook list: σισύμβριον; καρδαμίνη; category inherited from bundle source
L497,καρδαμίνη,καρδαμινη,,,,plant,split from workbook list: σισύμβριον; καρδαμίνη; category inherited from bundle source
L498,σκάνδιξ,σκανδιξ,,,,plant,
L499,σκίλλα,σκιλλα,,,,plant,
L500,σκόλυμος,σκολυμος,,,,plant,
L501,σκόρδιον,σκορδιον,,,,plant,
L502,σκόρδον,σκορδον,,,,plant,
L503,σκοροδόπρασον,σκοροδοπρασον,,,,plant,
L504,σκορπιοειδές,σκορπιοειδες,,,,plant,
L505,σμῖλαξ,σμιλαξ,,,,plant,
L506,σμύρνα,σμυρνα,,,,plant,
L507,σμύρνα βοϊκή,σμυρνα βοικη,,L506,subtype,plant,
L508,σμύρνιον,σμυρνιον,,,,plant,split from workbook list: σμύρνιον; ἱπποσέλινον ἄγριον; category inherited from bundle source
L509,ἱπποσέλινον ἄγριον,ιπποσελινον αγριον,,L990,subtype,plant,split from workbook list: σμύρνιον; ἱπποσέλινον ἄγριον; category inherited from bundle source
L510,σόγχος,σογχος,,,,plant,
L511,σπαργάνιον,σπαργανιον,,,,plant,
L512,σπάρτη,σπαρτη,,,,plant,
L513,στάχυς,σταχυς,,,,plant,
L514,στοιβή,στοιβη,,,,plant,
L515,στοιχάς,στοιχας,,,,plant,
L516,στρατιώτης,στρατιωτης,,,,plant,
L517,στρούθιον,στρουθιον,,,,plant,
L518,στύραξ,στυραξ,,,,plant,
L519,σῦκα,συκα,,,,plant,
L520,συκῆ,συκη,,,,plant,
L521,σύμφυτον πετραῖον,συμφυτον πετραιον,,,,plant,
L522,σύμφυτον τὸν μέγαλον,συμφυτον τον μεγαλον,,,,plant,
L523,σφόνδυλος,σφονδυλος,,,,plant,
L524,σχῖνος ὁ θάμνος,σχινος ο θαμνος,,,,plant,
L525,σχοίνου ἄνθος,σχοινου ανθος,,,,plant,
L526,σχοῖνος λεία,σχοινος λεια,,,,plant,
L527,τερέβινθος,τερεβινθος,,,,plant,
L528,τεῦτλον,τευτλον,,,,plant,
L529,τεύκριον,τευκριον,,,,plant,
L530,τέφρα,τεφρα,,,,plant,
L531,τηλέφιον,τηλεφιον,,,,plant,
L532,τῆλις,τηλις,,,,plant,
L533,τιθύμαλλος,τιθυμαλλος,,,,plant,
L534,τραγάκανθα,τραγακανθα,,,,plant,
L535,τράγιον,τραγιον,,,,plant,
L536,τραγορίανος,τραγοριανος,,,,plant,
L537,τρίβολος,τριβολος,,,,plant,
L538,τριπόλιον,τριπολιον,,,,plant,
L539,τρίφυλλον,τριφυλλον,,,,plant,split from workbook list: τρίφυλλον; ἀσφάλτιον; category inherited from bundle source
L540,τριχομανές,τριχομανες,,,,plant,
L541,τρύχνος,τρυχνος,,,,plant,split from workbook list: τρύχνος; στρύχνον; category inherited from bundle source
L542,ὑάκινθος,υακινθος,,,,plant,
L543,ὕδνα,υδνα,,,,plant,
L544,ὑδροπέπερι,υδροπεπερι,,,,plant,
L545,ὑοσκύαμος,υοσκυαμος,,,,plant,
L546,ὑπερικόν,υπερικον,,,,plant,
L547,ὑποκήοον,υποκηοον,,,,plant,
L548,ὑπόγλωσσον,υπογλωσσον,,,,plant,
L549,ὕσσωπον,υσσωπον,,,,plant,
L550,φακός,φακος,,,,plant,
L551,φακὸς ὁ ἐπὶ τῶν τελμάτων,φακος ο επι των τελματων,,L550,subtype,plant,
L552,φαληρίς,φαληρις,,,,plant,
L553,φαλαγγίτης,φαλαγγιτης,,,,plant,
L554,φλόμος,φλομος,,,,plant,
L555,φοῖνιξ,φοινιξ,,,,plant,
L556,φόρβιον,φορβιον,,,,plant,
L557,φοῦ,φου,,,,plant,
L558,φῦκος,φυκος,,,,plant,
L559,φυλλῖτις,φυλλιτις,,,,plant,
L560,φύλλον,φυλλον,,,,plant,
L561,χαλβάνη,χαλβανη,,,,plant,
L562,χαμαίδρυς,χαμαιδρυς,,,,plant,
L563,χαμαίκισσος,χαμαικισσος,,,,plant,
L564,χαμελαία,χαμελαια,,,,plant,
L565,χαμαιλεύκη,χαμαιλευκη,,,,plant,
L566,χαμαιλέων,χαμαιλεων,,,,plant,
L567,χαμαίπιτυς,χαμαιπιτυς,,,,plant,
L568,χαμαισύκη,χαμαισυκη,,,,plant,
L569,χελιδόνιον,χελιδονιον,,,,plant,
L570,χονδρίλη,χονδριλη,,,,plant,
L571,χόνδρος,χονδρος,,,,plant,
L572,χρυσοκόμη,χρυσοκομη,,,,plant,
L573,ψευδοδίκταμνον,ψευδοδικταμνον,,,,plant,
L574,ψύλλιον,ψυλλιον,,,,plant,
L575,ὤκιμον,ωκιμον,,,,plant,
L576,ὠκιμοειδές,ωκιμοειδες,,,,plant,
L577,γῆς,γης,,,,mineral,"split from workbook list: γῆς, αἱ διαφοραί; category inherited from bundle source"
L578,αἱ διαφοραί,αι διαφοραι,,,,mineral,"split from workbook list: γῆς, αἱ διαφοραί; category inherited from bundle source"
L579,αἱ διαφοραὶ τῆς συνήθως ὀνομαζομένης,αι διαφοραι της συνηθως ονομαζομενης,,,,mineral,"split from workbook list: γῆς, αἱ διαφοραὶ τῆς συνήθως ὀνομαζομένης; category inherited from bundle source"
L580,ἡ πλύσις,η πλυσις,,,,mineral,"split from workbook list: γῆς, ἡ πλύσις; category inherited from bundle source"
L581,γῆ Σαμία,γη σαμια,,,,mineral,
L582,λίθοι,λιθοι,,,,mineral,
L583,λίθος αἱματίτης,λιθος αιματιτης,,,,mineral,"split from workbook list: λίθος αἱματίτης, γαλακτίτης, μελιτίτης; category inherited from bundle source"
L584,γαλακτίτης,γαλακτιτης,,,,mineral,"split from workbook list: λίθος αἱματίτης, γαλακτίτης, μελιτίτης; category inherited from bundle source"
L585,μελιτίτης,μελιτιτης,,,,mineral,"split from workbook list: λίθος αἱματίτης, γαλακτίτης, μελιτίτης; category inherited from bundle source"
L586,λίθος σχιστός,λιθος σχιστος,,,,mineral,
L587,λίθος ἴασπις,λιθος ιασπις,,,,mineral,split from workbook list: λίθος ἴασπις; λίθος θυΐτης; category inherited from bundle source
L588,λίθος θυΐτης,λιθος θυιτης,,,,mineral,split from workbook list: λίθος ἴασπις; λίθος θυΐτης; category inherited from bundle source
L589,λίθος Ἰουδαϊκος,λιθος ιουδαικος,,,,mineral,
L590,λίθος πυρίτις,λιθος πυριτις,,,,mineral,
L591,λίθος φρύγιος,λιθος φρυγιος,,,,mineral,
L592,λίθος ἀγήρατος,λιθος αγηρατος,,,,mineral,
L593,λίθος Ἄσσίον,λιθος ασσιον,,,,mineral,
L594,λίθος Γαγάτης,λιθος γαγατης,,,,mineral,
L595,λίθος μαγνῖτις,λιθος μαγνιτις,,,,mineral,"split from workbook list: λίθος μαγνῖτις, Ἡρακλεία; category inherited from bundle source"
L596,Ἡρακλεία,ηρακλεια,,,,mineral,"split from workbook list: λίθος μαγνῖτις, Ἡρακλεία; category inherited from bundle source"
L597,λίθος Ἀράβιος,λιθος αραβιος,,,,mineral,
L598,λίθος ἀλαβαστρίτης,λιθος αλαβαστριτης,,,,mineral,
L599,λίθος σμυρίς,λιθος σμυρις,,,,mineral,
L600,λίθος κίσσηρις,λιθος κισσηρις,,,,mineral,
L601,λίθοι οἱ ἐν τοῖς σπόγγοις,λιθοι οι εν τοις σπογγοις,,L582,subtype,mineral,
L602,λίθος ὀστρακίτης,λιθος οστρακιτης,,,,mineral,
L603,λίθος ὀφίτης,λιθος οφιτης,,,,mineral,
L604,λίθος ὁ χλωρὸς ἴασπις,λιθος ο χλωρος ιασπις,,,,mineral,"split from workbook list: λίθος ὁ χλωρὸς ἴασπις, ὀμφατίτης, ἱερακίτης τε καὶ Ἰνδικός; category inherited from bundle source"
L605,ὀμφατίτης,ομφατιτης,,,,mineral,"split from workbook list: λίθος ὁ χλωρὸς ἴασπις, ὀμφατίτης, ἱερακίτης τε καὶ Ἰνδικός; category inherited from bundle source"
L606,ἱερακίτης,ιερακιτης,,,,mineral,"split from workbook list: λίθος ὁ χλωρὸς ἴασπις, ὀμφατίτης, ἱερακίτης τε καὶ Ἰνδικός; category inherited from bundle source"
L607,Ἰνδικός,ινδικος,,,,mineral,"split from workbook list: λίθος ὁ χλωρὸς ἴασπις, ὀμφατίτης, ἱερακίτης τε καὶ Ἰνδικός; category inherited from bundle source"
L608,λίθος σάπφυρος,λιθος σαπφυρος,,,,mineral,
L609,λίθος ἀφροσέλινος,λιθος αφροσελινος,,,,mineral,
L610,τὰ μεταλλικά,τα μεταλλικα,,,,mineral,
L611,ἅλες,αλες,,,,mineral,
L612,ἀρμενιακόν,αρμενιακον,,,,mineral,"split from workbook list: ἀρμενιακόν, τὸν μεταλλικόν; category inherited from bundle source"
L613,τὸν μεταλλικόν,τον μεταλλικον,,,,mineral,"split from workbook list: ἀρμενιακόν, τὸν μεταλλικόν; category inherited from bundle source"
L614,ἀρρενικόν,αρρενικον,,,,mineral,"split from workbook list: ἀρρενικόν, τὸν μεταλλικόν; category inherited from bundle source"
L615,ἀφρόλιτρον,αφρολιτρον,,,,mineral,"split from workbook list: ἀφρόλιτρον, τὸν μεταλλικόν; category inherited from bundle source"
L616,γύψος,γυψος,,,,mineral,
L617,γύψος κεκαυμένη,γυψος κεκαυμενη,,L616,subtype,mineral,
L618,διφρυγές,διφρυγες,,,,mineral,
L619,θεῖον,θειον,,,,mineral,
L620,ἰός,ιος,,,,mineral,
L621,καδμεία,καδμεια,,,,mineral,
L622,κιννάβαρι,κινναβαρι,,,,mineral,
L623,κίσσηρις,κισσηρις,,,,mineral,
L624,κονία ἡ ἐκ τῆς τέφρας,κονια η εκ της τεφρας,,L310,subtype,mineral,
L625,κυανός,κυανος,,,,mineral,
L626,λεπίς χαλκοῦ,λεπις χαλκου,,,,mineral,"split from workbook list: λεπίς χαλκοῦ, σιδήρου, στομώματος; category inherited from bundle source"
L627,σιδήρου,σιδηρου,,,,mineral,"split from workbook list: λεπίς χαλκοῦ, σιδήρου, στομώματος; category inherited from bundle source"
L628,στομώματος,στομωματος,,,,mineral,"split from workbook list: λεπίς χαλκοῦ, σιδήρου, στομώματος; category inherited from bundle source"
L629,λιθάργυρος,λιθαργυρος,,,,mineral,
L630,νίτρον,νιτρον,,,,mineral,
