row_idx,author,book,chapter,lemma_gr,lemma_en,edition_pages,chapter_gr,section_gr,var_par_prod_gr,entry_gr,var_par_prod_en,entry_en,book_no_gr,chapter_no_gr,cat,lemma_derived,derived_from
347,paul,7,3,κυτίσου,,2.233,,Κυτίσου,,"Κυτίσου τὰ φύλλα διαφορητικῆς ἠρέμα καὶ χλιαρᾶς εἰσι δυνάμεως, καθάπερ καὶ τὰ τῆς μαλάχης.",,,,,,,
348,paul,7,3,κώνειον,,2.233,,Κώνειον,,"Κώνειον ὅτι τῆς ἄκρως ψυκτικῆς ἐστι δυνάμεως, πρόδηλον.",,,,,,,
349,paul,7,3,κώνου,,2.233,,Κώνου,,"Κώνου ὁ μὲν φλοιὸς καὶ τὰ φύλλα παραπλησίας εἰσὶ τῷ πίτυι δυνάμεως, δριμύτερα δὲ καὶ δραστικώτερα. ὁ δὲ καρπός, ὃν δὴ καὶ στρόβιλον ὀνομάζουσιν, ὁ μὲν χλωρὸς ἔχει τι πικρὸν καὶ δριμὺ μεθ' ὑγρότητος· δι' ὃ τοῖς κατὰ θώρακα πάθεσιν εὐανάγωγός ἐστιν· ὁ δὲ ἐδώδιμος ἐν ὕδατι βραχείς, ὡς ἀποτίθεσθαι τὸ δριμύ, εὔκρατος γίνεται ἄδηκτός τε καὶ ἐμπλαστικός, ὡς καὶ τραχύτητας καταλεαίνειν.",,,,,,,
350,paul,7,3,λαγώπους,,2.233,,Λαγώπους,,"Λαγώπους ξηραντικῆς ἐστι δυνάμεως, ὡς καὶ τὰ κατὰ τὴν γαστέρα ῥεύματα ξηραίνειν.",,,,,,,
351,paul,7,3,λάδανον,,2.234,,Λάδανον,,"Λάδανον ἀπὸ τοῦ κίσθου τοῦ λάδανος λεγομένου γίνεται· νεμόμεναι γὰρ αὐτὸν αἱ αἶγες ἐν τοῖς πώγωσι καὶ τοῖς μηροῖς αὐτῶν τὸ λιπαρώτερον καὶ ὀπῶδες τῆς πόας ἀφαιροῦνται, συναγόμενον δὲ τὸ λάδανόν ἐστιν, ἄριστον φάρμακον, θερμὸν περί που τὴν δευτέραν ἀπόστασιν καὶ λεπτομερὲς μαλακτικόν τε μετρίως καὶ διαφορητικὸν καὶ συμπεπτικόν· δι' ὃ καὶ τοῖς κατὰ μήτραν ἰδίως ἁρμόττει πάθεσιν. ἔχει δέ τι καὶ στυπτικόν· ὅθεν καὶ τὰς ῥεούσας κρατύνει τρίχας.",,,,,,,
352,paul,7,3,λαθυρίς,,2.234,,Λαθυρίς,,"Λαθυρίς. εἶδος αὕτη τιθυμάλλου, τινὲς δέ φασιν, ὅτι καθαίρει παραπλησίως ἐκείνῳ ὁ ὀπὸς αὐτῆς· τὸ δὲ σπέρμα ταύτης μάλιστα τὴν καθαρτικὴν ἔχει δύναμιν.",,,,,,,
353,paul,7,3,λαμψάνη,,2.234,,Λαμψάνη,,"Λαμψάνη ἐσθιομένη μὲν κακόχυμός ἐστιν, καταπλασσομένη δὲ ῥυπτικὸν ἔχει τι καὶ διαφορητικόν.",,,,,,,
354,paul,7,3,λάπαθον,,2.234,,Λάπαθον,,"Λάπαθον διαφορητικῆς ἐστι μετρίως δυνάμεως, τὸ δὲ ὀξυλάπαθον πρὸς ταύτῃ καὶ ἀποκρουστικὸν ἔχει τι. τὸ δὲ σπέρμα, καὶ μάλιστα τοῦ ὀξυλαπάθου, στυπτικὸν ὑπάρχον διαρροίας τε καὶ δυσεντερίας ἰᾶται. ἐναντίως δέ πως ἔχει τὰ φύλλα πρὸς τὸ σπέρμα· τὰ μὲν γὰρ ἐκταράσσει τὴν κοιλίαν ἐσθιόμενα, τὸ δὲ πινόμενον ἐπέχει αὐτήν.",,,,,,,
355,paul,7,3,λειμωνίου,,2.234,,Λειμωνίου,,Λειμωνίου τὸν καρπὸν αὐστηρὸν ὑπάρχοντα μετ' οἴνου διδόασι κοιλιακοῖς τε καὶ δυσεντερικοῖς καὶ αἱμοπτυικοῖς καὶ πρὸς ῥοῦν γυναικεῖον πλῆθος ὀξυβάφου.,,,,,,,
356,paul,7,3,λειχήν,,2.234,,Λειχὴν,,"Λειχὴν ὁ ἐπὶ τῶν πετρῶν ἔστι μὲν οἷον βρύον ῥυπτικῆς τε ἅμα καὶ μετρίως ψυχούσης καὶ ξηραντικῆς ὑπάρχων δυνάμεως, λειχῆνας δὲ θεραπεύει καὶ ἀφλέγμαντός ἐστιν. ὡς δέ φησιν ὁ Διοσκουρίδης, καὶ αἱμορραγίας ἵστησιν.",,,,,,,
357,paul,7,3,λειχῆνας ἵππων,,2.234,,Λειχῆνας ἵππων,,Λειχῆνας ἵππων λειωθέντας σὺν ὄξει φασὶν ἐπιληψίας τε καὶ παντὸς ἰᾶσθαι θηρίου δῆγμα.,,,,,,,
358,paul,7,3,λεοντοπετάλου ἡ ῥίζα,,2.235,,Λεοντοπετάλου ἡ ῥίζα,,Λεοντοπετάλου ἡ ῥίζα θερμῆς καὶ ξηρᾶς κατὰ τὴν τρίτην τάξιν καὶ διαφορητικῆς ἐστι δυνάμεως.,,,,,,,
359,paul,7,3,λεπίδιον:ἰβηριάς,,2.235,,"Λεπίδιον, ὃ δὴ καὶ Ἰβηριάδα καλοῦσιν",,"Λεπίδιον, ὃ δὴ καὶ Ἰβηριάδα καλοῦσιν, ἐκ τῆς τετάρτης ἐστὶ τῶν θερμαινόντων τάξεως, ὅμοιον μὲν ὑπάρχον καρδάμῳ κατὰ τὴν δύναμιν, ἧττον δὲ αὐτοῦ ξηραίνει.",,,,,,,alias_review
360,paul,7,3,λεπίς,,2.235,,Λεπὶς,,"Λεπὶς πᾶσα μὲν ἰσχυρῶς τε ξηραίνει καὶ στύφει καὶ δακνώδης ἐστὶν οὐκ ἀγεννῶς· ἀλλ' ἡ μὲν τοῦ χαλκοῦ ξηραίνει πλέον καὶ λεπτομερεστέρα ἐστὶν ἔχουσά τι καὶ ἰοῦ, καὶ μᾶλλον ἡ ἐκ τῶν Κυπρίων ἥλων, ἣν διὰ τοῦτο καὶ ἡλῖτιν ὀνομάζουσιν, ἡ δὲ τοῦ σιδήρου στύψεως πλείονος μετέχει, καὶ ταύτης μᾶλλον ἡ τοῦ στομώματος· ὅθεν καὶ πρὸς τὰ κακοήθη τῶν ἑλκῶν ἀμείνων ἐστίν. καθαιρεῖ δὲ καὶ τήκει σάρκα μᾶλλον ἡ τοῦ χαλκοῦ.",,,,,,,
361,paul,7,3,λευκάκανθον:πολυγόνατον:ἰσχιάς,,2.235,,"Λευκάκανθον, οἱ δὲ πολυγόνατον, οἱ δὲ ἰσχιάδα καλοῦσιν",,"Λευκάκανθον, οἱ δὲ πολυγόνατον, οἱ δὲ ἰσχιάδα καλοῦσιν. ταύτης ἡ ῥίζα τέμνει μὲν καὶ ξηραίνει κατὰ τὴν τρίτην τάξιν, θερμαίνει δὲ κατὰ τὴν πρώτην.",,,,,,,alias_review
362,paul,7,3,λευκάς,,2.235,,Λευκὰς,,"Λευκὰς θερμαίνει μὲν καὶ ξηραίνει κατὰ τὴν τρίτην τάξιν, ἐπικρατεῖ δὲ ἡ δριμύτης.",,,,,,,
363,paul,7,3,λευκοΐου,,2.235,,Λευκοΐου,,"Λευκοΐου καὶ σύμπας μὲν ὁ θάμνος ῥυπτικῆς ἐστι καὶ λεπτομεροῦς δυνάμεως, μᾶλλον δὲ τὰ ἄνθη καὶ τούτων τὰ ξηρότερα· ὥστε καὶ καταμήνια κινεῖ καὶ ἔμβρυα φθείρει τε καὶ ἐκβάλλει, καὶ εἴ τις αὐτῶν δι' ὕδατος μίξεως ἀμβλύνει τὴν δύναμιν, καὶ πρὸς φλεγμονὰς ἁρμόζει, καὶ μάλιστα τὰς ἐν μήτρᾳ. καὶ αἱ ῥίζαι δὲ παραπλησίας οὖσαι δυνάμεως παχυμερέστεραί τε καὶ γεωδέστεραί πώς εἰσι, μετ' ὄξους δὲ τὰς σκιρρουμένας ὠφελοῦσι φλεγμονάς.",,,,,,,
364,paul,7,3,λεύκη,,2.235,,Λεύκη,,Λεύκη τὸ δένδρον ἐξ ὑδατώδους τε χλιαρᾶς καὶ γεώδους ὑπάρχον οὐσίας ῥυπτικῆς μετέχει δυνάμεως.,,,,,,,
365,paul,7,3,λιβανωτίδες,,2.235-236,,Λιβανωτίδες,,"Λιβανωτίδες τρεῖς, ἡ μὲν ἄκαρπος, αἱ δὲ δύο φέρουσι καρπόν. ῥυπτικῆς τε καὶ τμητικῆς καὶ διαφορητικῆς καὶ μαλακτικῆς εἰσι δυνάμεως· ὧν ὁ χυλὸς σὺν μέλιτι τὰς διὰ πάχος ὑγρῶν ἀμβλυωπίας ἰᾶται. τῆς δὲ εἰς τοὺς στεφάνους χρησίμης τὸ ἀφέψημα πινόμενον τοὺς ἰκτεριῶντας ὀνίνησιν.",,,,,,,
366,paul,7,3,λιβανωτός,,2.236,,Λιβανωτὸς,,"Λιβανωτὸς θερμαίνει μὲν κατὰ τὴν δευτέραν τάξιν, ξηραίνει δὲ κατὰ τὴν πρώτην, ἔχει δέ τι καὶ ὑποστῦφον ὀλίγον. ὁ δὲ φλοιὸς αὐτοῦ στύφει σαφῶς· δι' ὃ καὶ ξηραίνει κατὰ τὴν δευτέραν ἀπόστασιν συμπληρουμένην παχυμερέστερός τε τοῦ λιβάνου καὶ ἧττον δριμύς· ὅθεν καὶ αἱμοπτυικοὺς καὶ δυσεντερικοὺς καὶ κοιλιακοὺς καὶ στομαχικοὺς ἰᾶται ἔξωθέν τε καὶ εἴσω λαμβανόμενος. ὁ δὲ θαλλὸς αὐτοῦ θερμαίνει καὶ ξηραίνει τῆς τρίτης ἀποστάσεως ἔχων τι καὶ ῥυπτικόν, ὃ ἀνακαθαίρει τε καὶ πληροῖ τὰ ἐν ὀφθαλμοῖς ἕλκη.",,,,,,,
367,paul,7,3,λιγνύς,,2.236,,Λιγνὺς,,"Λιγνὺς καιομένων τινῶν εἰδῶν ὥσπερ αἰθάλη τίς ἐστιν, οἷον λιβανωτοῦ, σμύρνης, τερμίνθου, στύρακος, πίσσης ὑγρᾶς, κέδρου, ξηραντικὴ μὲν καὶ γεώδης καὶ λεπτομερὴς ὑπάρχουσα· αἱ δὲ κατ' εἶδος αὐτῆς διαφοραὶ παρὰ τὴν καυθεῖσαν ὕλην γίνονται. χρῶνται δὲ αὐτῇ μάλιστα κατὰ τὰς ὀφθαλμικάς τε καὶ καλλιβλεφάρους δυνάμεις. ἡ δὲ τοῦ λιβανωτοῦ χρειωδεστέρα πασῶν ἐστιν ὡς πραϋτέρα, ἰσχυροτέρα δὲ πάλιν ἡ τῆς πίτυός τε καὶ κώνου καὶ πεύκης· ὅθεν πρὸς πτίλα βλέφαρα καὶ μυδῶντας κανθοὺς καὶ περιβεβρωμένους καὶ δακρύοντάς ἐστι χρήσιμος.",,,,,,,
368,paul,7,3,λιγυστικοῦ,,2.236,,Λιγυστικοῦ,,"Λιγυστικοῦ καὶ ἡ ῥίζα καὶ τὸ σπέρμα τῶν θερμαινόντων εἰς τοςοῦτόν ἐστιν, ὡς ἔμμηνά τε κινεῖν καὶ οὖρα προτρέπειν· ἔστι δὲ καὶ ἄφυσα.",,,,,,,
369,paul,7,3,λιθάργυρος,,2.236,,Λιθάργυρος,,Λιθάργυρος τῆς μέσης ἐν τοῖς μεταλλικοῖς ἐστι τάξεως· δι' ὃ καὶ ὡς ὕλῃ χρώμεθα πολλάκις αὐτῇ μιγνύντες ἑτέραις δυνάμεσιν. ξηραίνει γε μὴν μετρίως καὶ ῥύπτει καὶ στύφει· δι' ὃ πρὸς τὰ ἐν μηροῖς παρατρίμματα χρησιμεύει.,,,,,,,
370,paul,7,3,λίθοι,,2.237-238,,Λίθοι,,"Λίθοι πάντες μὲν ὥσπερ καὶ ἡ γῆ ξηραίνουσιν· ἀλλ' ὁ μὲν αἱματίτης στυπτικός τε καὶ ξηραντικὸς ἱκανῶς ἐστιν· ὥστε καὶ τραχώμασιν ὀφθαλμῶν ἁρμόττει, ἀφλεγμάντοις μὲν σὺν ὕδατι, φλεγμαίνουσι δὲ σὺν ᾠῷ· ἁρμόττει δὲ καὶ πτύσεσιν αἵματος πινόμενος καὶ ἕλκη ὑπερσαρκοῦντα καταστέλλει. ὁ δὲ σχιστὸς παραπλησίαν μὲν ἔχει τούτῳ δύναμιν, ἀσθενέστερος δέ, καὶ μετ' αὐτὸν ὁ γαλακτίτης. ὁ δὲ μελιτίτης ἔχει τι καὶ θερμότητος. ὁ δὲ μέροξος, ὃν δὴ καὶ λευκογραφίδα καλοῦσιν, ὅσῳ μαλακώτερος τούτων ἐστὶ διὰ τὸ μηδεμίαν ἔχειν δραστικὴν ποιότητα, τοσούτῳ μετριώτερός τε καὶ ἀνωδυνώτερός ἐστι· διόπερ ἐπὶ τῶν μαλακοσώμων μετὰ κηρωτῆς αὐτῷ πρὸς ἀφούλωσιν ἑλκῶν χρῶνται. ὁ δὲ ὑπόχλωρος ἴασπις ἰσχυροτέρας ὢν δυνάμεως οὐλάς τε καὶ πτερύγια λεπτύνει· ὁ δὲ χλωρὸς ἴασπις στόμαχον ὠφελεῖ περιαπτόμενός τε καὶ ἐν δακτυλίῳ φορούμενος. ὁ δὲ Ἰουδαϊκὸς καλούμενος τῶν ἐν νεφροῖς λίθων ἐστὶ θρυπτικός· ὅθεν καὶ τηκόλιθον αὐτὸν οἱ νεώτεροι προσαγορεύουσιν. ὁ δὲ πυρίτης τῶν ἰσχυρῶς ἐστι διαφορούντων ὄγκους τε καὶ θρόμβους· οὗ μὴ παρόντος τῷ μυλίτῃ χρῶνται. ὁ δὲ Φρύγιος μετὰ τοῦ ξηραίνειν ἰσχυρῶς ἔχει τι καὶ στύψεως καὶ δήξεως· ὅθεν ἀποκρουστικός τε καὶ διαφορητικός ἐστιν, δι' ὃ καὶ ὀφθαλμικαῖς μίγνυται δυνάμεσιν. καὶ ὁ ἀγήρατος δὲ στυπτικῆς τε καὶ διαφορητικῆς ὑπάρχων δυνάμεως γαργαρεῶνας φλεγμαίνοντας ὠφελεῖ. τὸ δὲ τῆς Ἀσσίας πέτρας ἄνθος λεπτομερὲς εἰς τοσοῦτόν ἐστιν, ὡς ἀδήκτως τὰς πλαδαρὰς σάρκας ἐκτήκειν. ὁ δὲ γαγάτης ξηραντικὸς ἱκανῶς ὑπάρχων ἐμφυσήμασιν ἁρμόττει μάλιστα χρονίοις. ἡ δὲ Μαγνῆτίς τε καὶ Ἡρακλεία καλουμένη λίθος παραπλησίαν ἔχει τῷ αἱματίτῃ τὴν δύναμιν. ὅ γε μὴν Ἀράβιος ἐοικὼς ἐλέφαντι ξηραντικός τε καὶ ῥυπτικός ἐστι. τῷ δὲ ἀλαβαστρίτῃ καυθέντι τοὺς στομαχικοὺς ἔνιοι ποτίζουσιν. ἡ δὲ σμίρις ῥυπτικὴν ἔχουσα δύναμιν ὀδόντας σμήχει. οἱ δὲ ἐν τοῖς σπόγγοις εὑρισκόμενοι λίθοι τοὺς ἐν νεφροῖς θρύπτουσι λίθους· παραπλησίας δὲ τούτοις εἰσὶ δυνάμεως καὶ οἱ ἐν τῷ Ἀργαίῳ τῆς Καππαδοκίας ὄρει γεννώμενοι· ὁμοίως δὲ καὶ ὁ ὀφίτης καλούμενος, ὅστις καὶ τοὺς ἐχεοδήκτους ὠφελεῖ περιαπτόμενος. τὸν δὲ ὀστρακίτην καὶ τὸν γεώδη ξηραντικοὺς ἱκανῶς φασιν, ὥστε καὶ φλεγμονώδεις ὄγκους ἰᾶσθαι. τό γε μὴν τῆς Ναξίας ἀκόνης ἀπότριμμα ψυκτικὸν εἶναί φασιν, ὥστε καὶ τιτθοὺς παρθένων καὶ παίδων ὄρχεις προσστέλλειν. τῆς ἐλαιακόνης δὲ τὸ ἀπότριμμα ῥυπτικὸν ὑπάρχον ἀλωπεκίαις ἁρμόττει. τὸν ἱερακίτην δὲ καὶ Ἰνδικὸν λίθον φασὶ περιαπτόμενον τὸ ἐκ τῶν αἱμορροΐδων ἱστᾶν αἷμα, τὸν δὲ σάπφειρον πινόμενον τοὺς ὑπὸ σκορπίου πληγέντας ὠφελεῖν καὶ τὸν ἀφροσέλινον τοὺς ἐπιλήπτους. ὁ δὲ Ἀρμενιακὸς καθαίρει μὲν κάτω τὴν κοιλίαν, ἔστι δὲ κακοστόμαχος.",,,,,,,
371,paul,7,3,λιθόσπερμον:λειόσπερμον:ἡράκλειον,,2.238,,"Λιθόσπερμον, οἱ δὲ λειόσπερμον, οἱ δὲ Ἡράκλειον",,"Λιθόσπερμον, οἱ δὲ λειόσπερμον, οἱ δὲ Ἡράκλειον, πόας τῆς ἀετωνύχου προσαγορευομένης ἐστὶ τὸ σπέρμα λιθῶδες λευκόν, ὃ πινόμενον μετ' οἴνου λευκοῦ λίθους θρύπτει καὶ οὖρα ἄγει.",,,,,,,alias_review
372,paul,7,3,λινόσπερμον,,2.238,,Λινόσπερμον,,"Λινόσπερμον θερμὸν μέν ἐστι κατὰ τὴν πρώτην τάξιν, μέσον δὲ τῶν ὑγραινόντων τε καὶ ξηραινόντων, ἐσθιόμενον δὲ φυσῶδές ἐστι, κἂν φρυγῇ.",,,,,,,
373,paul,7,3,λινόζωστις,,2.238,,Λινόζωστις,,"Λινόζωστις ὑπακτικὴ μὲν γαστρὸς ἱκανῶς ἐστι, καταπλαττομένη δὲ διαφορεῖ.",,,,,,,
374,paul,7,3,λίτρον,,2.238,,Λίτρον,,"Λίτρον ἐν τῷ μεταξὺ τῆς ἀφονίτρου τε καὶ ἁλῶν ἐστι δυνάμεως, καυθὲν δὲ λεπτομερέστερόν τε καὶ διαφορητικώτερον γίνεται, κἂν εἴσω τοῦ σώματος ληφθείη, τέμνει καὶ λεπτύνει τοὺς παχεῖς καὶ γλίσχρους χυμοὺς πλέον τῶν ἄλλων· τὸ δὲ Χαλαστραῖον (ἔστι δὲ χωρίον τῆς Θεσσαλονίκης ἡ Χαλέστρα) δριμύτερόν τε καὶ ξηραντικώτερόν ἐστιν· ὥστε καὶ πρὸς τὰ ἐκ τῆς κεφαλῆς ῥεύματα καὶ πρὸς ἀρθριτικὰ αὐτῷ χρῶνται.",,,,,,,
375,paul,7,3,λογχίτιδος,,2.238,,Λογχίτιδος,,"Λογχίτιδος τῆς μὲν τὸ σπέρμα τρίγωνον ἐχούσης καθάπερ λόγχη ἡ ῥίζα παραπλησία τῇ τοῦ δαύκου οὐρητική ἐστιν· τῆς δὲ τῷ σκολοπενδρίῳ προσεοικυίας τὰ φύλλα χλωρὰ μὲν τραυμάτων ἐστὶ κολλητικά, ξηρὰ δὲ μετ' ὄξους πινόμενα σπλῆνας ἰᾶται σκιρρουμένους.",,,,,,,
376,paul,7,3,λυκαψοῦ,,2.239,,Λυκαψοῦ,,"Λυκαψοῦ τὴν ῥίζαν στυπτικὴν οὖσάν φησιν ὁ Διοσκουρίδης καταπλασσομένην σὺν ἀλφίτοις ἐρυσιπέλασιν ἁρμόττειν, λείαν δὲ σὺν ἐλαίῳ ἀλειφομένην ἱδρῶτας κινεῖν.",,,,,,,
377,paul,7,3,λύκιον,,2.239,,Λύκιον,,"Λύκιον ἐξ ἑτερογενῶν σύγκειται δυνάμεων, τῆς μὲν θερμῆς τε καὶ λεπτομεροῦς καὶ διαφορητικῆς, τῆς δὲ γεώδους ψυχρᾶς καὶ ἠρέμα στυφούσης, ὥστε ξηραίνειν κατὰ τὴν δευτέραν ἀπόστασιν, κατὰ δὲ τὸ θερμαίνειν καὶ ψύχειν μέσον· διόπερ ὡς ῥυπτικῷ μὲν αὐτῷ χρῶνται ἐπὶ τῶν ἐπισκοτούντων ταῖς κόραις, ὡς δὲ στυπτικῷ ἐπὶ κοιλιακῶν τε καὶ δυσεντερικῶν καὶ τῶν κακοήθων ἑλκῶν, ἐπὶ δὲ φλεγμονῶν ὡς διαφοροῦντι· προτερεύει δὲ τὸ Ἰνδικόν.",,,,,,,
378,paul,7,3,λυσιμάχιον,,2.239,,Λυσιμάχιον,,Λυσιμάχιον ἐπικρατοῦσαν ἔχει τὴν στυπτικὴν δύναμιν· ὅθεν τραύματά τε κολλᾷ καὶ ἴσχαιμός ἐστιν αὐτή τε καὶ ὁ χυλὸς καὶ δυσεντερικοὺς ὠφελεῖ πινομένη τε καὶ ἐνιεμένη.,,,,,,,
379,paul,7,3,λυχνίδος,,2.239,,Λυχνίδος,,Λυχνίδος τῆς εἰς τοὺς στεφάνους τὸ σπέρμα θερμόν ἐστι καὶ ξηρὸν κατὰ τὴν δευτέραν τάξιν πληρουμένην.,,,,,,,
380,paul,7,3,λωτὸς ὁ ἥμερος:τρίφυλλος,,2.239,,"Λωτὸς ὁ ἥμερος, ὃν ἔνιοι τρίφυλλον ὀνομάζουσι",,"Λωτὸς ὁ ἥμερος, ὃν ἔνιοι τρίφυλλον ὀνομάζουσι, ῥυπτικῆς ἐστι καὶ ξηραντικῆς μετρίως δυνάμεως, εὔκρατος δὲ κατὰ θερμότητα. τοῦ δὲ ἀγρίου τὸ σπέρμα δευτέρας ἐστὶ τῶν θερμαινόντων τάξεως, ἔχει δέ τι καὶ ῥυπτικόν· τοῦ δὲ Αἰγυπτίου τὸ σπέρμα καὶ ἀρτοποιοῦνται.",,,,,,,
381,paul,7,3,λωτὸς τὸ δένδρον,,2.239,,Λωτὸς τὸ δένδρον,,Λωτὸς τὸ δένδρον λεπτομερές τε καὶ ξηραντικόν ἐστι καὶ στυπτικὸν μετρίως· ὅθεν πρός τε ῥοῦν γυναικεῖον καὶ τὰ κατὰ κοιλίαν ῥεύματα πινόμενος ἁρμόττει μετ' οἴνου ἢ ὕδατος ἢ καὶ ἐνιέμενος καὶ τὰς ῥεούσας τρίχας κρατύνει.,,,,,,,
382,paul,7,3,μάκερ φλοιός,,2.239,,Μάκερ φλοιός,,"Μάκερ φλοιός ἐστιν ἐκ τῆς Ἰνδικῆς κομιζόμενος, ξηραίνων μὲν κατὰ τὴν τρίτην τάξιν, μέσος δὲ κατὰ θερμότητα καὶ ψῦξιν· ἔστι δὲ καὶ στυπτικὸς λεπτομερής· ὅθεν κοιλιακοῖς τε καὶ δυσεντερικοῖς ἁρμόττει.",,,,,,,
383,paul,7,3,μαλαβάθρου φύλλον,,2.239,,Μαλαβάθρου φύλλον,,Μαλαβάθρου φύλλον νάρδου στάχυι παραπλησίαν ἔχει δύναμιν.,,,,,,,
384,paul,7,3,μαλάχη,,2.239-240,,Μαλάχη,,"Μαλάχη ἡ μὲν ἀγρία διαφορητικὴ μετρίως ἐστὶ καὶ μαλακτική, ἡ δὲ κηπευτή, ὡς ἂν ὑγροτέρα, καὶ ἀσθενεστέρα ἐστίν· ὁ δὲ καρπὸς εἰς τοσοῦτον ἰσχυρός, εἰς ὅσον καὶ ξηρότερος.",,,,,,,
385,paul,7,3,μαμιράς,,2.240,,Μαμιρὰς,,"Μαμιρὰς οἷον ῥιζίον τι πόας ἐστὶν ἔχον ὥσπερ κονδύλους πυκνούς· ὅπερ οὐλάς τε καὶ λευκώματα λεπτύνειν πεπίστευται, δηλονότι ῥυπτικῆς ὑπάρχον δυνάμεως.",,,,,,,
386,paul,7,3,μανδραγόρας,,2.240,,Μανδραγόρας,,"Μανδραγόρας τῆς τρίτης ἐστὶ τῶν ψυχόντων τάξεως, τὰ δὲ μῆλα αὐτοῦ καὶ θερμότητός τινος μετέχει καὶ ὑγρότητος· ὅθεν καὶ κωματώδη τὴν δύναμίν εἰσι. τῆς ῥίζης δὲ ὁ φλοιὸς ἰσχυρότατος ὢν οὐ ψύχει μόνον ἀλλὰ καὶ ξηραίνει, τὸ δὲ ἔνδον αὐτῆς ἀσθενὲς ὑπάρχει.",,,,,,,
387,paul,7,3,μάννα λιβάνου,,2.240,,Μάννα λιβάνου,,"Μάννα λιβάνου παραπλησίαν μὲν ἔχει τῷ λιβανωτῷ δύναμιν, ὑπανειμένην δὲ καὶ ἠρέμα στύφουσαν.",,,,,,,
388,paul,7,3,μάραθρον,,2.240,,Μάραθρον,,"Μάραθρον θερμαίνει μὲν κατὰ τὴν τρίτην τάξιν, ξηραίνει δὲ κατὰ τὴν πρώτην· δι' ὃ καὶ γάλακτός ἐστι γεννητικὸν καὶ τοῖς ὑποχεομένοις βοηθεῖ.",,,,,,,
389,paul,7,3,μαστίχη,,2.240,,Μαστίχη,,"Μαστίχη ἡ μὲν Χία θερμαίνει καὶ ξηραίνει κατὰ τὴν δευτέραν ἀπόστασιν, συνθέτου δὲ δυνάμεώς ἐστι στυπτικῆς τε ἅμα καὶ μαλακτικῆς· ὅθεν καὶ στομάχου καὶ κοιλίας καὶ ἐντέρων καὶ ἥπατος φλεγμοναῖς ἁρμόττει· ἡ δὲ Αἰγυπτία μελαντέρα πως οὖσα ξηραίνει τε μᾶλλον καὶ διαφορεῖ καὶ ἧττον στύφει· δι' ὃ καὶ δοθιῆνας διαφορεῖ.",,,,,,,
390,paul,7,3,μέλαν ἰνδικόν,,2.240,,Μέλαν Ἰνδικόν,,"Μέλαν Ἰνδικόν, ὥς φησι Διοσκουρίδης, τῶν ψυχόντων ἐλαφρῶς ἐστι καὶ ῥυσούντων φλεγμονὰς καὶ οἰδήματα ἕλκη τε ἀνακαθαιρόντων.",,,,,,,
391,paul,7,3,μελαντηρία,,2.240,,Μελαντηρία,,Μελαντηρία τῶν στυφόντων ἱκανῶς ἐστι μετὰ λεπτομερείας.,,,,,,,
392,paul,7,3,μέλαν,,2.240,,Μέλαν,,"Μέλαν, ᾧ γράφομεν ἱκανῶς καὶ τοῦτο ξηραίνει, λυόμενον δὲ ὀξυκράτῳ τὰ πυρίκαυτα καταχριόμενον ὀνίνησι παραχρῆμα.",,,,,,,
393,paul,7,3,μελάνθιον,,2.240,,Μελάνθιον,,"Μελάνθιον θερμαίνει μὲν καὶ ξηραίνει κατὰ τὴν τρίτην ἀπόστασιν, ἔστι δὲ καὶ λεπτομερές· ὅθεν τοὺς κατάρρους ὀσφραινόμενον ἰᾶται καὶ ἀφυσώτατόν ἐστιν εἴσω λαμβανόμενον. ἔστι δὲ καὶ πικρόν· ὅθεν τὰς ἕλμινθας ἀναιρεῖ· ῥύπτει τε καὶ τέμνει· ὅθεν ὀρθοπνοίαις ἁρμόττει καὶ λέπρας ἀποσμήχει καὶ μυρμηκίας ἐκβάλλει καὶ καταμήνια κινεῖ.",,,,,,,
394,paul,7,3,μέλι,,2.240-241,,Μέλι,,"Μέλι θερμαίνει καὶ ξηραίνει κατὰ τὴν δευτέραν τάξιν ἔστι τε ῥυπτικὸν ἱκανῶς. ἑψηθὲν δὲ ἧττον μὲν γίνεται δριμύ τε καὶ ῥυπτικὸν καὶ γαστρὸς ὑπαγωγόν, μᾶλλον δὲ τρέφει. τὸ δὲ πικρόν, ὥσπερ καὶ τὸ ἐν Σαρδονίᾳ, μικτῆς ἐστι δυνάμεως, γεώδους τε καὶ θερμῆς. τὸ δὲ σάχαρ, ὅπερ ἐκ τῆς εὐδαίμονος Ἀραβίας κομίζεται, ἧττον μὲν γλυκὺ τοῦ παρ' ἡμῖν ἐστιν, ἰσοδυναμεῖ δὲ πρὸς τῷ μήτε κακοστόμαχον εἶναι μήτε διψῶδες, ὡς τοῦτο.",,,,,,,
395,paul,7,3,μελία,,2.241,,Μελία,,"Μελία γνώριμον δένδρον ἐστίν, οὗ τὰ φύλλα πινόμενα ἐχεοδήκτοις ἁρμόζει· ὁ δὲ φλοιὸς καεὶς καὶ καταχρισθεὶς μεθ' ὕδατος λέπρας ἀφίστησιν. τὰ δὲ τορνεύματα τοῦ ξύλου ποθέντα φασὶν ἀναιρετικὰ εἶναι.",,,,,,,
